pID,trial_num,movie_ID,target_movie,frame_on,frame_off,unq_frame_id,clip_ID,mov_clip_ID,clip_duration_sec,resp_answer,reaction_time_sec,timeout,correct,mat_trial_start_sec,ttl_movie_ID,effective_movie_ID,final_time_unix,clip_end_unix,ttl_minus_final_sec,local_shift_sec,exclude,experimentPhase,trialNumber,movieID,clipID,response,reactionTimePTB,trialStartTimePTB,frameOn,frameOff,Accurate,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
582,22.0,1,1,52613,52664,1-52613-52664,723,1-723,1.6958437496666647,2,1.6964032649993896,0,1,1742781698.52648,1,1,1742756750.539171,1742756752.235015,-0.03420090675354,-0.01534375,False,recog_task,22.0,1,723,2,1.6964032649993896,1742781698.52648,52613,52664,1,1757.225045378712,1758.9283977310643,1757225,1758928,1703,1.70335235235234,52613-52664,1757225-1758928,1-1757225-1758928,1,11,10,True
582,24.0,1,1,15549,15591,1-15549-15591,264,1-264,1.3962187500000027,2,2.889387607574463,0,1,1742781707.1254773,1,1,1742756759.1340418,1742756760.5302606,-0.0299217700958251,-0.01946875,False,recog_task,24.0,1,264,2,2.889387607574463,1742781707.1254773,15549,15591,1,519.322073073073,520.7248338338337,519322,520725,1403,1.402760760760657,15549-15591,519322-520725,1-519322-520725,1,12,11,True
582,29.0,1,1,62641,62674,1-62641-62674,872,1-872,1.0973437493330491,2,2.818735837936402,0,1,1742781731.8582745,1,1,1742756783.8733132,1742756784.9706569,-0.0366733074188232,-0.013,False,recog_task,29.0,1,872,2,2.818735837936402,1742781731.8582745,62641,62674,1,2092.1508765432095,2093.253045712379,2092151,2093253,1102,1.1021691691694286,62641-62674,2092151-2093253,1-2092151-2093253,1,13,12,True
582,31.0,1,1,29695,29782,1-29695-29782,427,1-427,2.874593749333372,2,1.873083114624024,0,1,1742781741.40701,1,1,1742756793.4177153,1742756796.292309,-0.0324254035949707,-0.01734375,False,recog_task,31.0,1,427,2,1.873083114624024,1742781741.40701,29695,29782,1,991.7852569235902,994.690975642309,991785,994691,2906,2.9057187187188447,29695-29782,991785-994691,1-991785-994691,1,14,13,True
582,33.0,1,1,5279,5347,1-5279-5347,105,1-105,2.2702812496666525,2,1.6464388370513916,0,1,1742781749.7454855,1,1,1742756801.7724311,1742756804.0427125,-0.0482311248779296,-0.00109375,False,recog_task,33.0,1,105,2,1.6464388370513916,1742781749.7454855,5279,5347,1,176.31366800133466,178.58480447113777,176314,178585,2271,2.2711364698031105,5279-5347,176314-178585,1-176314-178585,1,15,14,True
582,34.0,1,1,54846,54877,1-54846-54877,755,1-755,1.0300624999999854,1,5.6661696434021,0,0,1742781754.2297642,1,1,1742756806.2550857,1742756807.285148,-0.0470154285430908,-0.00271875,False,recog_task,34.0,1,755,1,5.6661696434021,1742781754.2297642,54846,54877,0,1831.805159159159,1832.8405301968635,1831805,1832841,1036,1.035371037704408,54846-54877,1831805-1832841,1-1831805-1832841,0,16,61,True
582,35.0,1,1,32389,32449,1-32389-32449,458,1-458,1.9937187493333115,2,1.5260848999023438,0,1,1742781761.4931898,1,1,1742756813.5031762,1742756815.496895,-0.0311362743377685,-0.0180625,False,recog_task,35.0,1,458,2,1.5260848999023438,1742781761.4931898,32389,32449,1,1081.7623400066734,1083.7662839506172,1081762,1083766,2004,2.0039439439437956,32389-32449,1081762-1083766,1-1081762-1083766,1,17,15,True
582,36.0,1,1,51885,51975,1-51885-51975,709,1-709,3.012718749999749,2,2.8506524562835693,0,1,1742781765.5663528,1,1,1742756817.587269,1742756820.5999875,-0.0425190925598144,-0.007125,False,recog_task,36.0,1,709,2,2.8506524562835693,1742781765.5663528,51885,51975,1,1732.9105255255254,1735.9164414414413,1732911,1735916,3005,3.0059159159159208,51885-51975,1732911-1735916,1-1732911-1735916,1,18,16,True
582,37.0,1,1,9228,9300,1-9228-9300,173,1-173,2.395812499999977,2,1.80867600440979,0,1,1742781771.9904673,1,1,1742756823.997391,1742756826.3932035,-0.0284810066223144,-0.021125,False,recog_task,37.0,1,173,2,1.80867600440979,1742781771.9904673,9228,9300,1,308.20657857857856,310.61131131131134,308207,310611,2404,2.404732732732782,9228-9300,308207-310611,1-308207-310611,1,19,17,True
582,39.0,1,1,46334,46369,1-46334-46369,627,1-627,1.1644374996665192,2,0.919790744781494,0,1,1742781797.7348752,1,1,1742756849.7528183,1742756850.917256,-0.039048433303833,-0.01009375,False,recog_task,39.0,1,627,2,0.919790744781494,1742781797.7348752,46334,46369,1,1547.5123116449781,1548.6812789456121,1547512,1548681,1169,1.1689673006339945,46334-46369,1547512-1548681,1-1547512-1548681,1,20,18,True
582,41.0,1,1,64904,64964,1-64904-64964,898,1-898,1.9970624986663097,2,2.0801310539245605,0,1,1742781814.7488942,1,1,1742756866.772905,1742756868.7699676,-0.045145034790039,-0.00403125,False,recog_task,41.0,1,898,2,2.0801310539245605,1742781814.7488942,64904,64964,1,2167.732962295629,2169.736906239573,2167733,2169737,2004,2.0039439439437956,64904-64964,2167733-2169737,1-2167733-2169737,1,21,19,True
582,42.0,1,1,61669,61731,1-61669-61731,857,1-857,2.053812499333617,2,2.0731046199798584,0,1,1742781819.3892522,1,1,1742756871.4319031,1742756873.4857156,-0.0636730194091796,0.01459375,False,recog_task,42.0,1,857,2,2.0731046199798584,1742781819.3892522,61669,61731,1,2059.686984651318,2061.7577267267266,2059687,2061758,2071,2.0707420754083614,61669-61731,2059687-2061758,1-2059687-2061758,1,22,20,True
582,43.0,1,1,11332,11396,1-11332-11396,210,1-210,2.129843749333361,2,1.8666081428527832,0,1,1742781824.1164763,1,1,1742756876.1313076,1742756878.2611513,-0.0358877182006835,-0.01321875,False,recog_task,43.0,1,210,2,1.8666081428527832,1742781824.1164763,11332,11396,1,378.47821287954616,380.6157530864198,378478,380616,2138,2.1375402068736093,11332-11396,378478-380616,1-378478-380616,1,23,21,True
582,44.0,1,1,14729,14781,1-14729-14781,257,1-257,1.729718749666688,2,1.124738693237305,0,1,1742781828.6683714,1,1,1742756880.6808054,1742756882.410524,-0.0335755348205566,-0.015625,False,recog_task,44.0,1,257,2,1.124738693237305,1742781828.6683714,14729,14781,1,491.9348391725058,493.6715905905906,491935,493672,1737,1.7367514180847934,14729-14781,491935-493672,1-491935-493672,1,24,22,True
582,46.0,1,1,3066,3089,1-3066-3089,58,1-58,0.7644062500000075,2,3.0520005226135254,0,1,1742781837.9490042,1,1,1742756889.961646,1742756890.7260523,-0.0340161323547363,-0.01540625,False,recog_task,46.0,1,58,2,3.0520005226135254,1742781837.9490042,3066,3089,1,102.40153553553553,103.16971404738071,102402,103170,768,0.7681785118451785,3066-3089,102402-103170,1-102402-103170,1,25,23,True
582,47.0,1,1,17417,17448,1-17417-17448,287,1-287,1.030749999666682,1,0.9875774383544922,0,0,1742781842.313367,1,1,1742756894.3302066,1742756895.360957,-0.0379865169525146,-0.01121875,False,recog_task,47.0,1,287,1,0.9875774383544922,1742781842.313367,17417,17448,0,581.7115278611946,582.746898898899,581712,582747,1035,1.035371037704408,17417-17448,581712-582747,1-581712-582747,0,26,62,True
582,49.0,1,1,42376,42432,1-42376-42432,560,1-560,1.8634374993332583,2,0.9931788444519044,0,1,1742781849.784803,1,1,1742756901.8009849,1742756903.6644225,-0.0374548435211181,-0.011875,False,recog_task,49.0,1,560,2,0.9931788444519044,1742781849.784803,42376,42432,1,1415.3188094761429,1417.189157157157,1415319,1417189,1870,1.8703476810142092,42376-42432,1415319-1417189,1-1415319-1417189,1,27,24,True
582,51.0,1,1,56821,56888,1-56821-56888,799,1-799,2.229749999333308,2,1.4311795234680176,0,1,1742781860.7448907,1,1,1742756912.7715735,1742756915.0013237,-0.0476436614990234,-0.001375,False,recog_task,51.0,1,799,2,1.4311795234680176,1742781860.7448907,56821,56888,1,1897.7683139806472,1900.006051384718,1897768,1900006,2238,2.2377374040706854,56821-56888,1897768-1900006,1-1897768-1900006,1,28,25,True
582,56.0,1,1,6862,6934,1-6862-6934,133,1-133,2.396312499333334,2,0.8779246807098389,0,1,1742781882.4365811,1,1,1742756934.446253,1742756936.8425655,-0.0307929515838623,-0.018375,False,recog_task,56.0,1,133,2,0.8779246807098389,1742781882.4365811,6862,6934,1,229.18438905572236,231.5891217884551,229184,231589,2405,2.4047327327327253,6862-6934,229184-231589,1-229184-231589,1,29,26,True
582,58.0,1,1,29932,29957,1-29932-29957,429,1-429,0.8317812493332895,2,1.7321007251739502,0,1,1742781890.8063254,1,1,1742756942.8317804,1742756943.6635616,-0.0465505123138427,-0.00259375,False,recog_task,58.0,1,429,2,1.7321007251739502,1742781890.8063254,29932,29957,1,999.7008355021687,1000.5358121454788,999701,1000536,835,0.8349766433100285,29932-29957,999701-1000536,1-999701-1000536,1,30,27,True
582,62.0,1,1,13530,13585,1-13530-13585,246,1-246,1.8443749999999568,2,1.5826473236083984,0,1,1742781912.1574345,1,1,1742756964.164866,1742756966.0092409,-0.0286760330200195,-0.020625,False,recog_task,62.0,1,246,2,1.5826473236083984,1742781912.1574345,13530,13585,1,451.88935935935933,453.72630797464126,451889,453726,1837,1.8369486152819263,13530-13585,451889-453726,1-451889-453726,1,31,28,True
582,63.0,1,1,11057,11104,1-11057-11104,205,1-205,1.563718749666691,2,1.0502774715423584,0,1,1742781916.1304994,1,1,1742756968.1453016,1742756969.7090204,-0.0364515781402587,-0.01325,False,recog_task,63.0,1,205,2,1.0502774715423584,1742781916.1304994,11057,11104,1,369.2934698031365,370.8632258925592,369293,370863,1570,1.5697560894227536,11057-11104,369293-370863,1-369293-370863,1,32,29,True
582,64.0,1,1,1606,1666,1-1606-1666,28,1-28,2.010781249333334,2,5.980726003646851,0,1,1742781919.308717,1,1,1742756971.3296444,1742756973.3404255,-0.0419845581054687,-0.007125,False,recog_task,64.0,1,28,2,5.980726003646851,1742781919.308717,1606,1666,1,53.6388995662329,55.642843510176846,53639,55643,2004,2.003943943943945,1606-1666,53639-55643,1-53639-55643,1,33,30,True
582,65.0,1,1,69724,69765,1-69724-69765,954,1-954,1.3634062493333658,1,5.0305657386779785,0,0,1742781927.8648198,1,1,1742756979.8896103,1742756981.2530165,-0.0458002090454101,-0.00325,False,recog_task,65.0,1,954,1,5.0305657386779785,1742781927.8648198,69724,69765,0,2328.7164591257924,2330.085820820821,2328716,2330086,1370,1.3693616950286014,69724-69765,2328716-2330086,1-2328716-2330086,0,34,63,True
582,70.0,1,1,2780,2802,1-2780-2802,54,1-54,0.6996562496666741,2,4.934359788894653,0,1,1742781960.2498455,1,1,1742757012.31369,1742757013.0133462,-0.0849199295043945,0.0358125,False,recog_task,70.0,1,54,2,4.934359788894653,1742781960.2498455,2780,2802,1,92.8494027360694,93.58418218218219,92849,93584,735,0.7347794461127961,2780-2802,92849-93584,1-92849-93584,1,35,31,True
582,71.0,1,1,46659,46719,1-46659-46719,634,1-634,1.9966249999999943,2,1.641674518585205,0,1,1742781966.477146,1,1,1742757018.5009692,1742757020.497594,-0.0447990894317626,-0.00421875,False,recog_task,71.0,1,634,2,1.641674518585205,1742781966.477146,46659,46719,1,1558.3670080080078,1560.3709519519518,1558367,1560371,2004,2.003943943944023,46659-46719,1558367-1560371,1-1558367-1560371,1,36,32,True
582,73.0,1,1,17581,17668,1-17581-17668,290,1-290,2.8953437493332785,2,1.276379108428955,0,1,1742781974.7535567,1,1,1742757026.7635286,1742757029.6588724,-0.0310485363006591,-0.0180625,False,recog_task,73.0,1,290,2,1.276379108428955,1742781974.7535567,17581,17668,1,587.1889746413079,590.0946933600267,587189,590095,2906,2.905718718718731,17581-17668,587189-590095,1-587189-590095,1,37,33,True
582,74.0,1,1,44969,45043,1-44969-45043,600,1-600,2.462249999666483,1,3.724827527999878,0,0,1742781979.4805653,1,1,1742757031.5001516,1742757033.9624016,-0.0406715869903564,-0.00846875,False,recog_task,74.0,1,600,1,3.724827527999878,1742781979.4805653,44969,45043,0,1501.9225869202535,1504.394117784451,1501923,1504394,2471,2.4715308641975753,44969-45043,1501923-1504394,1-1501923-1504394,0,38,64,True
582,75.0,1,1,27249,27294,1-27249-27294,394,1-394,1.4967187500000136,1,1.969920635223389,0,0,1742781992.1220148,1,1,1742757044.146834,1742757045.6435528,-0.0457642078399658,-0.00321875,False,recog_task,75.0,1,394,1,1.969920635223389,1742781992.1220148,27249,27294,0,910.0911421421421,911.5941001001,910091,911594,1503,1.5029579579579604,27249-27294,910091-911594,1-910091-911594,0,39,65,True
582,78.0,1,1,2661,2711,1-2661-2711,51,1-51,1.655812499999996,2,1.1208291053771973,0,1,1742782006.7728417,1,1,1742757058.800047,1742757060.4558594,-0.0479569435119628,-0.00084375,False,recog_task,78.0,1,51,2,1.1208291053771973,1742782006.7728417,2661,2711,1,88.87491391391391,90.54486720053387,88875,90545,1670,1.6699532866199576,2661-2711,88875-90545,1-88875-90545,1,40,34,True
582,82.0,1,1,1337,1426,1-1337-1426,24,1-24,2.962781249666669,1,2.5932066440582275,0,0,1742782033.7402802,1,1,1742757085.7415984,1742757088.7043796,-0.0219483375549316,-0.02671875,False,recog_task,82.0,1,24,1,2.5932066440582275,1742782033.7402802,1337,1426,0,44.65455088421755,47.627067734401066,44655,47627,2972,2.972516850183517,1337-1426,44655-47627,1-44655-47627,0,41,66,True
582,84.0,1,1,51575,51635,1-51575-51635,705,1-705,1.9970624996667536,2,1.2533419132232666,0,1,1742782043.7365336,1,1,1742757095.7504694,1742757097.747532,-0.0347695350646972,-0.014125,False,recog_task,84.0,1,705,2,1.2533419132232666,1742782043.7365336,51575,51635,1,1722.5568151484817,1724.5607590924258,1722557,1724561,2004,2.003943943944023,51575-51635,1722557-1724561,1-1722557-1724561,1,42,35,True
582,85.0,1,1,31105,31191,1-31105-31191,444,1-444,2.862187498333469,2,1.1680974960327148,0,1,1742782047.550621,1,1,1742757099.5633423,1742757102.4255297,-0.0342023372650146,-0.0153125,False,recog_task,85.0,1,444,2,1.1680974960327148,1742782047.550621,31105,31191,1,1038.877939606273,1041.7502592592593,1038878,1041750,2872,2.8723196529863344,31105-31191,1038878-1041750,1-1038878-1041750,1,43,36,True
582,86.0,1,1,62359,62425,1-62359-62425,867,1-867,2.196031249333373,2,1.2622630596160889,0,1,1742782052.1606207,1,1,1742757104.1869977,1742757106.383029,-0.0470476150512695,-0.00165625,False,recog_task,86.0,1,867,2,1.2622630596160889,1742782052.1606207,62359,62425,1,2082.732340006673,2084.936678345012,2082732,2084937,2205,2.2043383383388573,62359-62425,2082732-2084937,1-2082732-2084937,1,44,37,True
582,90.0,1,1,12638,12715,1-12638-12715,230,1-230,2.562249999666676,2,1.4650912284851074,0,1,1742782068.4003265,1,1,1742757120.4113345,1742757122.9735842,-0.0315742492675781,-0.01703125,False,recog_task,90.0,1,230,2,1.4650912284851074,1742782068.4003265,12638,12715,1,422.09739272605935,424.6691207874541,422097,424669,2572,2.571728061394765,12638-12715,422097-424669,1-422097-424669,1,45,38,True
582,94.0,1,1,50848,50933,1-50848-50933,694,1-694,2.8283124993333786,2,1.5334327220916748,0,1,1742782085.932463,1,1,1742757137.9514213,1742757140.7797337,-0.0396113395690918,-0.00909375,False,recog_task,94.0,1,694,2,1.5334327220916748,1742782085.932463,50848,50933,1,1698.2756943610275,1701.1146149482815,1698276,1701115,2839,2.8389205872540515,50848-50933,1698276-1701115,1-1698276-1701115,1,46,39,True
582,95.0,1,1,50448,50492,1-50448-50492,688,1-688,1.4644062499999109,2,4.814079761505127,0,1,1742782090.841039,1,1,1742757142.866419,1742757144.330825,-0.0462391376495361,-0.00265625,False,recog_task,95.0,1,688,2,4.814079761505127,1742782090.841039,50448,50492,1,1684.916068068068,1686.3856269602936,1684916,1686386,1470,1.4695588922256775,50448-50492,1684916-1686386,1-1684916-1686386,1,47,40,True
582,96.0,1,1,72774,72834,1-72774-72834,999,1-999,1.9958749999996144,2,0.9024889469146729,0,1,1742782097.6846745,1,1,1742757149.7040725,1742757151.6999474,-0.04014253616333,-0.00865625,False,recog_task,96.0,1,999,2,0.9024889469146729,1742782097.6846745,72774,72834,1,2430.5836096096095,2432.587553553554,2430584,2432588,2004,2.0039439439442503,72774-72834,2430584-2432588,1-2430584-2432588,1,48,41,True
582,99.0,1,1,56083,56147,1-56083-56147,783,1-783,2.130156249333368,2,2.599668025970459,0,1,1742782109.281263,1,1,1742757161.3002243,1742757163.4303808,-0.0397944450378418,-0.00909375,False,recog_task,99.0,1,783,2,2.599668025970459,1742782109.281263,56083,56147,1,1873.1198034701365,1875.2573436770103,1873120,1875257,2137,2.1375402068738367,56083-56147,1873120-1875257,1-1873120-1875257,1,49,42,True
582,100.0,1,1,52261,52286,1-52261-52286,716,1-716,0.8307812493333131,1,2.4350457191467285,0,0,1742782114.5819347,1,1,1742757166.5999727,1742757167.430754,-0.0386426448822021,-0.01,False,recog_task,100.0,1,716,1,2.4350457191467285,1742782114.5819347,52261,52286,0,1745.4685742409076,1746.3035508842174,1745469,1746304,835,0.8349766433098011,52261-52286,1745469-1746304,1-1745469-1746304,0,50,67,True
582,101.0,1,1,51467,51540,1-51467-51540,703,1-703,2.422468749666677,2,1.2242941856384275,0,1,1742782118.3939283,1,1,1742757170.4397206,1742757172.8621893,-0.066300630569458,0.01775,False,recog_task,101.0,1,703,2,1.2242941856384275,1742782118.3939283,51467,51540,1,1718.9497160493827,1721.3878478478478,1718950,1721388,2438,2.438131798465065,51467-51540,1718950-1721388,1-1718950-1721388,1,51,43,True
582,103.0,1,1,5522,5609,1-5522-5609,109,1-109,2.895093749666671,2,2.0358123779296875,0,1,1742782125.7417672,1,1,1742757177.75903,1742757180.6541238,-0.0378901958465576,-0.01078125,False,recog_task,103.0,1,109,2,2.0358123779296875,1742782125.7417672,5522,5609,1,184.42964097430763,187.33535969302636,184430,187335,2905,2.905718718718731,5522-5609,184430-187335,1-184430-187335,1,52,44,True
582,105.0,1,1,72238,72273,1-72238-72273,990,1-990,1.163187499333162,1,1.5934913158416748,0,0,1742782140.7045388,1,1,1742757192.736837,1742757193.9000242,-0.0530767440795898,0.00425,False,recog_task,105.0,1,990,1,1.5934913158416748,1742782140.7045388,72238,72273,0,2412.6817103770436,2413.8506776776776,2412682,2413851,1169,1.1689673006339945,72238-72273,2412682-2413851,1-2412682-2413851,0,53,68,True
582,106.0,1,1,61043,61125,1-61043-61125,848,1-848,2.7284062496667048,2,0.9424207210540771,0,1,1742782144.021173,1,1,1742757196.0514915,1742757198.779898,-0.0511116981506347,0.00228125,False,recog_task,106.0,1,848,2,0.9424207210540771,1742782144.021173,61043,61125,1,2038.779169502836,2041.5178928928929,2038779,2041518,2739,2.738723390056748,61043-61125,2038779-2041518,1-2038779-2041518,1,54,45,True
582,109.0,1,1,4045,4130,1-4045-4130,79,1-79,2.8287499993333256,2,4.257660865783691,0,1,1742782158.32967,1,1,1742757210.3423295,1742757213.1710796,-0.0333297252655029,-0.015375,False,recog_task,109.0,1,79,2,4.257660865783691,1742782158.32967,4045,4130,1,135.0992208875542,137.93814147480813,135099,137938,2839,2.838920587253938,4045-4130,135099-137938,1-135099-137938,1,55,46,True
582,113.0,1,1,9923,10012,1-9923-10012,187,1-187,2.977437499666621,1,1.869534492492676,0,0,1742782184.288784,1,1,1742757236.2926009,1742757239.2700384,-0.0243909358978271,-0.02421875,False,recog_task,113.0,1,187,1,1.869534492492676,1742782184.288784,9923,10012,0,331.41892926259595,334.3914461127794,331419,334391,2972,2.9725168501834673,9923-10012,331419-334391,1-331419-334391,0,56,69,True
582,115.0,1,1,1126,1159,1-1126-1159,19,1-19,1.0920312493333313,2,1.441788911819458,0,1,1742782193.9205177,1,1,1742757245.9617844,1742757247.0538156,-0.061704397201538,0.01321875,False,recog_task,115.0,1,19,2,1.441788911819458,1742782193.9205177,1126,1159,1,37.60734801468135,38.709517183850515,37607,38710,1103,1.1021691691691657,1126-1159,37607-38710,1-37607-38710,1,57,47,True
582,116.0,1,1,71634,71724,1-71634-71724,981,1-981,3.011218749999898,1,1.5773682594299316,0,0,1742782197.052668,1,1,1742757249.069626,1742757252.0808449,-0.0377960205078125,-0.01109375,False,recog_task,116.0,1,981,1,1.5773682594299316,1742782197.052668,71634,71724,0,2392.5086746746742,2395.51459059059,2392509,2395515,3006,3.0059159159159208,71634-71724,2392509-2395515,1-2392509-2395515,0,58,70,True
582,119.0,1,1,35788,35869,1-35788-35869,492,1-492,2.694781249333346,2,2.6112966537475586,0,1,1742782209.9848704,1,1,1742757261.997715,1742757264.6924963,-0.0333549976348876,-0.0151875,False,recog_task,119.0,1,492,2,2.6112966537475586,1742782209.9848704,35788,35869,1,1195.2857644310977,1197.991088755422,1195286,1197991,2705,2.7053243243242378,35788-35869,1195286-1197991,1-1195286-1197991,1,59,48,True
582,120.0,1,1,66898,66940,1-66898-66940,922,1-922,1.397562499333162,2,0.8736429214477539,0,1,1742782215.8445728,1,1,1742757267.8683066,1742757269.2658691,-0.0445466041564941,-0.0043125,False,recog_task,120.0,1,922,2,0.8736429214477539,1742782215.8445728,66898,66940,1,2234.3306993660326,2235.7334601267935,2234331,2235733,1402,1.4027607607608843,66898-66940,2234331-2235733,1-2234331-2235733,1,60,49,True
582,124.0,1,1,49083,49173,1-49083-49173,666,1-666,2.9948124999998527,2,1.1208117008209229,0,1,1742782233.2729838,1,1,1742757285.299862,1742757288.2946746,-0.0473320484161376,-0.00115625,False,recog_task,124.0,1,666,2,1.1208117008209229,1742782233.2729838,49083,49173,1,1639.326343343343,1642.3322592592592,1639326,1642332,3006,3.005915915916148,49083-49173,1639326-1642332,1-1639326-1642332,1,61,50,True
582,125.0,1,1,15672,15732,1-15672-15732,267,1-267,1.9956249999999045,2,5.391227722167969,0,1,1742782237.9483497,1,1,1742757289.9587665,1742757291.9543917,-0.0308563709259033,-0.017625,False,recog_task,125.0,1,267,2,5.391227722167969,1742782237.9483497,15672,15732,1,523.4301581581581,525.4341021021021,523430,525434,2004,2.003943943944023,15672-15732,523430-525434,1-523430-525434,1,62,51,True
582,126.0,1,1,18474,18564,1-18474-18564,300,1-300,3.011218750000012,2,1.7352442741394043,0,1,1742782245.905546,1,1,1742757297.9102635,1742757300.9214823,-0.0252034664154052,-0.02334375,False,recog_task,126.0,1,300,2,1.7352442741394043,1742782245.905546,18474,18564,1,617.0143403403404,620.0202562562563,617014,620020,3006,3.0059159159159208,18474-18564,617014-620020,1-617014-620020,1,63,52,True
582,128.0,1,1,60105,60147,1-60105-60147,833,1-833,1.3961249999999836,1,2.6560280323028564,0,0,1742782259.712203,1,1,1742757311.7497263,1742757313.1458514,-0.058016300201416,0.00946875,False,recog_task,128.0,1,833,1,2.6560280323028564,1742782259.712203,60105,60147,0,2007.4508458458458,2008.8536066066065,2007451,2008854,1403,1.402760760760657,60105-60147,2007451-2008854,1-2007451-2008854,0,64,71,True
