neuron_name,electrode_code,full_location,region_abbr
times_manual_GC3-LOF3_unit_2,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC3-LOF4_unit_1,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC3-LOF5_unit_1,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC3-LOF5_unit_2,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC3-LOF5_unit_3,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC3-LOF6_unit_1,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC3-LOF7_unit_1,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC3-LOF8_unit_1,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC3-LOF8_unit_2,LOF,wm-lh-rostralanteriorcingulate,LOF
times_manual_GC4-LAC3_unit_1,LAC,ctx-lh-rostralanteriorcingulate,LAC
times_manual_GC4-LAC4_unit_1,LAC,ctx-lh-rostralanteriorcingulate,LAC
times_manual_GC4-LAC8_unit_1,LAC,ctx-lh-rostralanteriorcingulate,LAC
